,Sales,Customers,Year,Month,Day,Store
1,6663,880,2015,1,2,1
2,8455,858,2015,1,2,2
3,8579,1048,2015,1,2,3
4,8572,1288,2015,1,2,4
5,7882,834,2015,1,2,5
6,6167,671,2015,1,2,6
7,8055,851,2015,1,2,7
8,7143,800,2015,1,2,8
9,6563,656,2015,1,2,9
10,6149,801,2015,1,2,10
11,6520,815,2015,1,3,1
12,8764,911,2015,1,3,2
13,8202,863,2015,1,3,3
14,9740,1429,2015,1,3,4
15,7737,776,2015,1,3,5
16,8087,861,2015,1,3,6
17,10514,1027,2015,1,3,7
18,7671,779,2015,1,3,8
19,9827,848,2015,1,3,9
20,8206,919,2015,1,3,10
21,9308,1006,2015,1,5,1
22,12298,1154,2015,1,5,2
23,10622,1021,2015,1,5,3
24,10229,1090,2015,1,5,4
25,9667,868,2015,1,5,5
26,7247,711,2015,1,5,6
27,10002,831,2015,1,5,7
28,8522,908,2015,1,5,8
29,8967,750,2015,1,5,9
30,6857,798,2015,1,5,10
31,6122,765,2015,1,6,1
32,8538,907,2015,1,6,2
33,8142,811,2015,1,6,3
34,10784,1459,2015,1,6,4
35,8062,764,2015,1,6,5
36,6857,802,2015,1,6,6
37,9552,959,2015,1,6,7
38,9214,1155,2015,1,6,8
39,7875,689,2015,1,6,9
40,10498,1318,2015,1,6,10
41,6221,726,2015,1,7,1
42,9185,921,2015,1,7,2
43,9084,941,2015,1,7,3
44,11675,1540,2015,1,7,4
45,8941,915,2015,1,7,5
46,7411,931,2015,1,7,6
47,10924,1091,2015,1,7,7
48,9879,1228,2015,1,7,8
49,8789,794,2015,1,7,9
50,8988,1218,2015,1,7,10
51,6581,846,2015,1,8,1
52,8669,874,2015,1,8,2
53,8528,884,2015,1,8,3
54,11625,1557,2015,1,8,4
55,8264,805,2015,1,8,5
56,6411,758,2015,1,8,6
57,10699,1041,2015,1,8,7
58,8833,1090,2015,1,8,8
59,8662,742,2015,1,8,9
60,10123,1320,2015,1,8,10
61,6576,787,2015,1,9,1
62,9121,1008,2015,1,9,2
63,9234,947,2015,1,9,3
64,11939,1595,2015,1,9,4
65,8615,804,2015,1,9,5
66,6762,776,2015,1,9,6
67,12078,1237,2015,1,9,7
68,8496,1022,2015,1,9,8
69,8710,757,2015,1,9,9
70,10203,1323,2015,1,9,10
71,7133,905,2015,1,10,1
72,9251,935,2015,1,10,2
73,9950,1039,2015,1,10,3
74,11816,1559,2015,1,10,4
75,8548,909,2015,1,10,5
76,6830,830,2015,1,10,6
77,10748,1079,2015,1,10,7
78,8939,1136,2015,1,10,8
79,8776,775,2015,1,10,9
80,9172,1224,2015,1,10,10
81,6357,798,2015,1,12,1
82,8669,844,2015,1,12,2
83,9101,992,2015,1,12,3
84,11300,1525,2015,1,12,4
85,8165,805,2015,1,12,5
86,7098,821,2015,1,12,6
87,10330,1016,2015,1,12,7
88,9255,1143,2015,1,12,8
89,8718,742,2015,1,12,9
90,9976,1277,2015,1,12,10
91,6587,803,2015,1,13,1
92,9549,1027,2015,1,13,2
93,9378,1030,2015,1,13,3
94,12966,1700,2015,1,13,4
95,8637,864,2015,1,13,5
96,7240,847,2015,1,13,6
97,9229,860,2015,1,13,7
98,9002,1130,2015,1,13,8
99,8447,737,2015,1,13,9
100,8395,1172,2015,1,13,10
101,6215,757,2015,1,14,1
102,8705,959,2015,1,14,2
103,7925,770,2015,1,14,3
104,9433,1352,2015,1,14,4
105,8424,789,2015,1,14,5
106,6476,760,2015,1,14,6
107,11941,1288,2015,1,14,7
108,8272,1010,2015,1,14,8
109,8741,782,2015,1,14,9
110,10128,1291,2015,1,14,10
111,6829,874,2015,1,15,1
112,9846,996,2015,1,15,2
113,9460,962,2015,1,15,3
114,11819,1571,2015,1,15,4
115,9252,932,2015,1,15,5
116,7309,907,2015,1,15,6
117,10579,1001,2015,1,15,7
118,9145,1123,2015,1,15,8
119,8890,755,2015,1,15,9
120,8875,1211,2015,1,15,10
121,6593,885,2015,1,16,1
122,9189,957,2015,1,16,2
123,8614,942,2015,1,16,3
124,10915,1607,2015,1,16,4
125,8093,830,2015,1,16,5
126,7112,865,2015,1,16,6
127,10558,1065,2015,1,16,7
128,9152,1062,2015,1,16,8
129,9591,829,2015,1,16,9
130,8718,1194,2015,1,16,10
131,6472,749,2015,1,17,1
132,9364,951,2015,1,17,2
133,8713,877,2015,1,17,3
134,10916,1442,2015,1,17,4
135,8499,799,2015,1,17,5
136,6633,765,2015,1,17,6
137,10381,992,2015,1,17,7
138,9997,1178,2015,1,17,8
139,9313,786,2015,1,17,9
140,9997,1271,2015,1,17,10
141,6387,752,2015,1,19,1
142,8951,944,2015,1,19,2
143,8381,800,2015,1,19,3
144,11491,1566,2015,1,19,4
145,8497,803,2015,1,19,5
146,7162,825,2015,1,19,6
147,11407,1151,2015,1,19,7
148,9358,1106,2015,1,19,8
149,8869,761,2015,1,19,9
150,11388,1442,2015,1,19,10
151,6748,797,2015,1,20,1
152,9003,922,2015,1,20,2
153,8715,837,2015,1,20,3
154,10741,1479,2015,1,20,4
155,8631,860,2015,1,20,5
156,6780,782,2015,1,20,6
157,10522,1108,2015,1,20,7
158,9020,1150,2015,1,20,8
159,8078,722,2015,1,20,9
160,9821,1268,2015,1,20,10
161,6225,759,2015,1,21,1
162,8403,949,2015,1,21,2
163,7576,782,2015,1,21,3
164,10958,1608,2015,1,21,4
165,7996,792,2015,1,21,5
166,6648,816,2015,1,21,6
167,11083,1184,2015,1,21,7
168,8123,1010,2015,1,21,8
169,7919,707,2015,1,21,9
170,10009,1304,2015,1,21,10
171,6063,747,2015,1,22,1
172,8806,928,2015,1,22,2
173,8316,812,2015,1,22,3
174,10419,1423,2015,1,22,4
175,8526,820,2015,1,22,5
176,7099,810,2015,1,22,6
177,12739,1226,2015,1,22,7
178,8799,1042,2015,1,22,8
179,8410,741,2015,1,22,9
180,9717,1227,2015,1,22,10
181,6863,884,2015,1,23,1
182,9311,959,2015,1,23,2
183,10111,1114,2015,1,23,3
184,13365,1699,2015,1,23,4
185,9021,942,2015,1,23,5
186,7580,942,2015,1,23,6
187,11358,1171,2015,1,23,7
188,9546,1157,2015,1,23,8
189,9812,875,2015,1,23,9
190,8961,1205,2015,1,23,10
191,6089,738,2015,1,24,1
192,8014,809,2015,1,24,2
193,8153,819,2015,1,24,3
194,10233,1426,2015,1,24,4
195,8331,791,2015,1,24,5
196,6904,778,2015,1,24,6
197,11045,1156,2015,1,24,7
198,8170,939,2015,1,24,8
199,8671,768,2015,1,24,9
200,10706,1325,2015,1,24,10
201,7065,855,2015,1,26,1
202,9487,1036,2015,1,26,2
203,9966,1009,2015,1,26,3
204,12384,1624,2015,1,26,4
205,8658,846,2015,1,26,5
206,7673,949,2015,1,26,6
207,12284,1306,2015,1,26,7
208,8236,972,2015,1,26,8
209,8576,749,2015,1,26,9
210,10035,1314,2015,1,26,10
211,6837,885,2015,1,27,1
212,9028,951,2015,1,27,2
213,8786,932,2015,1,27,3
214,10469,1489,2015,1,27,4
215,8699,913,2015,1,27,5
216,7087,862,2015,1,27,6
217,10510,1049,2015,1,27,7
218,9055,1164,2015,1,27,8
219,9234,832,2015,1,27,9
220,8501,1186,2015,1,27,10
221,5925,687,2015,1,28,1
222,8675,883,2015,1,28,2
223,8568,887,2015,1,28,3
224,11592,1489,2015,1,28,4
225,8846,805,2015,1,28,5
226,8082,889,2015,1,28,6
227,11068,1016,2015,1,28,7
228,9246,1064,2015,1,28,8
229,8661,719,2015,1,28,9
230,9596,1231,2015,1,28,10
231,6529,787,2015,1,29,1
232,9592,1050,2015,1,29,2
233,8760,908,2015,1,29,3
234,11641,1597,2015,1,29,4
235,8612,846,2015,1,29,5
236,7764,971,2015,1,29,6
237,11407,1233,2015,1,29,7
238,8047,930,2015,1,29,8
239,9323,859,2015,1,29,9
240,8565,1165,2015,1,29,10
241,6501,847,2015,1,30,1
242,8659,929,2015,1,30,2
243,8566,872,2015,1,30,3
244,9891,1429,2015,1,30,4
245,8626,843,2015,1,30,5
246,6988,822,2015,1,30,6
247,11638,1254,2015,1,30,7
248,8049,1001,2015,1,30,8
249,8503,774,2015,1,30,9
250,9440,1244,2015,1,30,10
251,6781,893,2015,1,31,1
252,9539,1032,2015,1,31,2
253,9550,1016,2015,1,31,3
254,10888,1544,2015,1,31,4
255,8998,885,2015,1,31,5
256,7831,997,2015,1,31,6
257,11128,1201,2015,1,31,7
258,8704,1047,2015,1,31,8
259,9095,815,2015,1,31,9
260,9260,1253,2015,1,31,10
261,5560,758,2015,2,2,1
262,7816,893,2015,2,2,2
263,7503,811,2015,2,2,3
264,10228,1495,2015,2,2,4
265,7924,809,2015,2,2,5
266,5983,736,2015,2,2,6
267,9178,1005,2015,2,2,7
268,8193,1131,2015,2,2,8
269,7921,747,2015,2,2,9
270,8372,1132,2015,2,2,10
271,5544,729,2015,2,3,1
272,7824,915,2015,2,3,2
273,7403,779,2015,2,3,3
274,10194,1431,2015,2,3,4
275,7777,767,2015,2,3,5
276,6022,731,2015,2,3,6
277,9062,1030,2015,2,3,7
278,10479,1188,2015,2,3,8
279,8239,793,2015,2,3,9
280,8146,1062,2015,2,3,10
281,5650,756,2015,2,4,1
282,7629,920,2015,2,4,2
283,7492,820,2015,2,4,3
284,9323,1418,2015,2,4,4
285,8018,864,2015,2,4,5
286,6090,747,2015,2,4,6
287,8415,944,2015,2,4,7
288,7242,998,2015,2,4,8
289,6627,671,2015,2,4,9
290,8158,1152,2015,2,4,10
291,4948,680,2015,2,5,1
292,6212,619,2015,2,5,2
293,6262,627,2015,2,5,3
294,7878,1185,2015,2,5,4
295,6223,602,2015,2,5,5
296,4813,662,2015,2,5,6
297,7872,835,2015,2,5,7
298,6513,865,2015,2,5,8
299,7237,732,2015,2,5,9
300,7109,1042,2015,2,5,10
301,5243,768,2015,2,6,1
302,6510,700,2015,2,6,2
303,7263,850,2015,2,6,3
304,9814,1404,2015,2,6,4
305,7544,763,2015,2,6,5
306,5115,715,2015,2,6,6
307,10603,1090,2015,2,6,7
308,7502,949,2015,2,6,8
309,7401,678,2015,2,6,9
310,8974,1210,2015,2,6,10
311,5164,707,2015,2,7,1
312,6865,690,2015,2,7,2
313,7540,838,2015,2,7,3
314,9420,1410,2015,2,7,4
315,7851,885,2015,2,7,5
316,5576,803,2015,2,7,6
317,8550,863,2015,2,7,7
318,8699,1125,2015,2,7,8
319,7582,713,2015,2,7,9
320,8118,1264,2015,2,7,10
321,5128,740,2015,2,9,1
322,6660,751,2015,2,9,2
323,6482,715,2015,2,9,3
324,8751,1235,2015,2,9,4
325,7122,699,2015,2,9,5
326,5465,736,2015,2,9,6
327,11036,1197,2015,2,9,7
328,9882,1206,2015,2,9,8
329,8015,777,2015,2,9,9
330,9638,1302,2015,2,9,10
331,7148,1008,2015,2,10,1
332,7584,784,2015,2,10,2
333,8113,932,2015,2,10,3
334,10277,1448,2015,2,10,4
335,8576,946,2015,2,10,5
336,5736,790,2015,2,10,6
337,9599,969,2015,2,10,7
338,8382,1017,2015,2,10,8
339,8092,744,2015,2,10,9
340,8206,1211,2015,2,10,10
341,5405,730,2015,2,11,1
342,6662,722,2015,2,11,2
343,6781,789,2015,2,11,3
344,7921,1245,2015,2,11,4
345,7082,767,2015,2,11,5
346,5679,731,2015,2,11,6
347,8607,970,2015,2,11,7
348,9696,1270,2015,2,11,8
349,7996,772,2015,2,11,9
350,8779,1243,2015,2,11,10
351,5783,823,2015,2,12,1
352,7962,942,2015,2,12,2
353,7310,853,2015,2,12,3
354,8691,1324,2015,2,12,4
355,7557,768,2015,2,12,5
356,4503,629,2015,2,12,6
357,8045,768,2015,2,12,7
358,7104,926,2015,2,12,8
359,7254,683,2015,2,12,9
360,8172,1189,2015,2,12,10
361,5136,705,2015,2,13,1
362,7067,693,2015,2,13,2
363,6986,780,2015,2,13,3
364,9480,1404,2015,2,13,4
365,8036,850,2015,2,13,5
366,5882,808,2015,2,13,6
367,9034,958,2015,2,13,7
368,9228,1114,2015,2,13,8
369,8089,744,2015,2,13,9
370,8125,1207,2015,2,13,10
371,5480,732,2015,2,14,1
372,6879,790,2015,2,14,2
373,6886,748,2015,2,14,3
374,8665,1245,2015,2,14,4
375,7272,725,2015,2,14,5
376,5164,706,2015,2,14,6
377,10016,1150,2015,2,14,7
378,8472,1098,2015,2,14,8
379,7891,773,2015,2,14,9
380,9315,1251,2015,2,14,10
381,6442,909,2015,2,16,1
382,7245,747,2015,2,16,2
383,7493,819,2015,2,16,3
384,10343,1504,2015,2,16,4
385,8369,933,2015,2,16,5
386,6003,774,2015,2,16,6
387,9175,970,2015,2,16,7
388,8150,1016,2015,2,16,8
389,7806,734,2015,2,16,9
390,8061,1170,2015,2,16,10
391,5034,676,2015,2,17,1
392,6602,651,2015,2,17,2
