,Sales,Customers,Year,Month,Day,Store
1,6236,793,2015,1,2,1
2,7945,798,2015,1,2,2
3,7722,942,2015,1,2,3
4,8412,1290,2015,1,2,4
5,7852,842,2015,1,2,5
6,7215,812,2015,1,2,6
7,8708,914,2015,1,2,7
8,7910,843,2015,1,2,8
9,7991,725,2015,1,2,9
10,6806,844,2015,1,2,10
11,7015,893,2015,1,3,1
12,9253,967,2015,1,3,2
13,8988,928,2015,1,3,3
14,11295,1544,2015,1,3,4
15,8844,849,2015,1,3,5
16,8758,946,2015,1,3,6
17,11538,1168,2015,1,3,7
18,8236,824,2015,1,3,8
19,10049,862,2015,1,3,9
20,7665,878,2015,1,3,10
21,8133,936,2015,1,5,1
22,10354,1026,2015,1,5,2
23,9585,937,2015,1,5,3
24,9487,1034,2015,1,5,4
25,8326,750,2015,1,5,5
26,6568,665,2015,1,5,6
27,9026,781,2015,1,5,7
28,8602,951,2015,1,5,8
29,8432,695,2015,1,5,9
30,6501,759,2015,1,5,10
31,5697,711,2015,1,6,1
32,8326,917,2015,1,6,2
33,7579,749,2015,1,6,3
34,10514,1411,2015,1,6,4
35,7904,761,2015,1,6,5
36,6626,765,2015,1,6,6
37,9623,948,2015,1,6,7
38,8289,991,2015,1,6,8
39,7898,693,2015,1,6,9
40,10765,1363,2015,1,6,10
41,6128,733,2015,1,7,1
42,9030,901,2015,1,7,2
43,10377,1029,2015,1,7,3
44,12730,1650,2015,1,7,4
45,8742,881,2015,1,7,5
46,7100,876,2015,1,7,6
47,10500,998,2015,1,7,7
48,9284,1203,2015,1,7,8
49,8833,790,2015,1,7,9
50,9022,1231,2015,1,7,10
51,6352,815,2015,1,8,1
52,8714,906,2015,1,8,2
53,8644,917,2015,1,8,3
54,11641,1550,2015,1,8,4
55,8185,803,2015,1,8,5
56,6315,757,2015,1,8,6
57,10171,973,2015,1,8,7
58,8861,1131,2015,1,8,8
59,8495,719,2015,1,8,9
60,9793,1281,2015,1,8,10
61,6427,767,2015,1,9,1
62,8599,939,2015,1,9,2
63,9869,986,2015,1,9,3
64,12138,1594,2015,1,9,4
65,8834,833,2015,1,9,5
66,6834,778,2015,1,9,6
67,12299,1260,2015,1,9,7
68,8005,945,2015,1,9,8
69,8849,772,2015,1,9,9
70,9387,1243,2015,1,9,10
71,7129,936,2015,1,10,1
72,9362,925,2015,1,10,2
73,9375,993,2015,1,10,3
74,11854,1550,2015,1,10,4
75,8707,941,2015,1,10,5
76,6980,859,2015,1,10,6
77,10786,1064,2015,1,10,7
78,8709,1077,2015,1,10,8
79,8259,713,2015,1,10,9
80,8713,1203,2015,1,10,10
81,6190,763,2015,1,12,1
82,8699,883,2015,1,12,2
83,8594,910,2015,1,12,3
84,10484,1434,2015,1,12,4
85,8067,807,2015,1,12,5
86,7224,821,2015,1,12,6
87,10723,1069,2015,1,12,7
88,9786,1174,2015,1,12,8
89,8720,741,2015,1,12,9
90,10139,1303,2015,1,12,10
91,6611,798,2015,1,13,1
92,9391,966,2015,1,13,2
93,9372,1015,2015,1,13,3
94,13570,1756,2015,1,13,4
95,8667,860,2015,1,13,5
96,7205,844,2015,1,13,6
97,10241,1003,2015,1,13,7
98,8684,1049,2015,1,13,8
99,8379,733,2015,1,13,9
100,7877,1097,2015,1,13,10
101,6258,779,2015,1,14,1
102,8897,994,2015,1,14,2
103,7986,771,2015,1,14,3
104,10667,1485,2015,1,14,4
105,8484,791,2015,1,14,5
106,6598,776,2015,1,14,6
107,11278,1184,2015,1,14,7
108,7659,910,2015,1,14,8
109,8567,773,2015,1,14,9
110,10401,1359,2015,1,14,10
111,7306,962,2015,1,15,1
112,9767,986,2015,1,15,2
113,9940,1019,2015,1,15,3
114,12269,1602,2015,1,15,4
115,8902,894,2015,1,15,5
116,6865,838,2015,1,15,6
117,10385,966,2015,1,15,7
118,8991,1089,2015,1,15,8
119,8799,753,2015,1,15,9
120,9312,1253,2015,1,15,10
121,6573,864,2015,1,16,1
122,8963,913,2015,1,16,2
123,8514,927,2015,1,16,3
124,9599,1469,2015,1,16,4
125,8013,816,2015,1,16,5
126,7073,886,2015,1,16,6
127,10359,1073,2015,1,16,7
128,9339,1116,2015,1,16,8
129,9141,790,2015,1,16,9
130,9724,1317,2015,1,16,10
131,6176,681,2015,1,17,1
132,9349,957,2015,1,17,2
133,8764,857,2015,1,17,3
134,12138,1580,2015,1,17,4
135,8750,793,2015,1,17,5
136,6625,783,2015,1,17,6
137,10786,1010,2015,1,17,7
138,9288,1106,2015,1,17,8
139,9426,796,2015,1,17,9
140,9749,1234,2015,1,17,10
141,6314,765,2015,1,19,1
142,8188,829,2015,1,19,2
143,8776,877,2015,1,19,3
144,9980,1410,2015,1,19,4
145,8420,815,2015,1,19,5
146,6703,748,2015,1,19,6
147,11059,1184,2015,1,19,7
148,8195,949,2015,1,19,8
149,8555,740,2015,1,19,9
150,10156,1328,2015,1,19,10
151,6754,801,2015,1,20,1
152,9107,917,2015,1,20,2
153,8926,840,2015,1,20,3
154,11601,1527,2015,1,20,4
155,8494,832,2015,1,20,5
156,7093,831,2015,1,20,6
157,11560,1201,2015,1,20,7
158,9227,1145,2015,1,20,8
159,7646,710,2015,1,20,9
160,10287,1376,2015,1,20,10
161,6987,881,2015,1,21,1
162,8987,963,2015,1,21,2
163,8228,819,2015,1,21,3
164,10618,1520,2015,1,21,4
165,8198,821,2015,1,21,5
166,6529,792,2015,1,21,6
167,10832,1188,2015,1,21,7
168,7669,934,2015,1,21,8
169,8210,757,2015,1,21,9
170,7751,1082,2015,1,21,10
171,7163,863,2015,1,22,1
172,9195,941,2015,1,22,2
173,8643,867,2015,1,22,3
174,10792,1445,2015,1,22,4
175,8444,808,2015,1,22,5
176,6366,709,2015,1,22,6
177,10106,1047,2015,1,22,7
178,8310,1031,2015,1,22,8
179,7750,690,2015,1,22,9
180,9487,1239,2015,1,22,10
181,6860,865,2015,1,23,1
182,9145,922,2015,1,23,2
183,9951,1102,2015,1,23,3
184,12364,1622,2015,1,23,4
185,8718,904,2015,1,23,5
186,7642,957,2015,1,23,6
187,9527,916,2015,1,23,7
188,9625,1221,2015,1,23,8
189,9044,816,2015,1,23,9
190,9933,1307,2015,1,23,10
191,5910,673,2015,1,24,1
192,8892,937,2015,1,24,2
193,7873,752,2015,1,24,3
194,10553,1465,2015,1,24,4
195,8283,764,2015,1,24,5
196,6558,779,2015,1,24,6
197,9901,1005,2015,1,24,7
198,8986,1164,2015,1,24,8
199,8426,767,2015,1,24,9
200,11589,1456,2015,1,24,10
201,6585,796,2015,1,26,1
202,9124,1013,2015,1,26,2
203,9458,958,2015,1,26,3
204,12509,1687,2015,1,26,4
205,8445,824,2015,1,26,5
206,7207,888,2015,1,26,6
207,10282,1093,2015,1,26,7
208,8229,1023,2015,1,26,8
209,8583,772,2015,1,26,9
210,9678,1320,2015,1,26,10
211,6861,897,2015,1,27,1
212,9301,951,2015,1,27,2
213,9361,1012,2015,1,27,3
214,12131,1654,2015,1,27,4
215,8788,959,2015,1,27,5
216,6827,823,2015,1,27,6
217,10363,1003,2015,1,27,7
218,8576,1054,2015,1,27,8
219,9239,818,2015,1,27,9
220,8171,1166,2015,1,27,10
221,6266,744,2015,1,28,1
222,8886,912,2015,1,28,2
223,8592,847,2015,1,28,3
224,11094,1403,2015,1,28,4
225,8970,821,2015,1,28,5
226,6689,734,2015,1,28,6
227,10787,1076,2015,1,28,7
228,8737,983,2015,1,28,8
229,8983,764,2015,1,28,9
230,9908,1248,2015,1,28,10
231,6635,797,2015,1,29,1
232,9656,1042,2015,1,29,2
233,8795,919,2015,1,29,3
234,12083,1641,2015,1,29,4
235,8553,838,2015,1,29,5
236,7523,939,2015,1,29,6
237,10937,1197,2015,1,29,7
238,8705,1043,2015,1,29,8
239,9181,841,2015,1,29,9
240,9608,1271,2015,1,29,10
241,6803,850,2015,1,30,1
242,9194,1001,2015,1,30,2
243,8841,915,2015,1,30,3
244,12409,1663,2015,1,30,4
245,8524,831,2015,1,30,5
246,6639,772,2015,1,30,6
247,11194,1189,2015,1,30,7
248,7529,933,2015,1,30,8
249,8398,763,2015,1,30,9
250,8715,1157,2015,1,30,10
251,6990,920,2015,1,31,1
252,9677,1069,2015,1,31,2
253,9790,1064,2015,1,31,3
254,12073,1648,2015,1,31,4
255,8584,864,2015,1,31,5
256,7594,986,2015,1,31,6
257,10784,1165,2015,1,31,7
258,8447,994,2015,1,31,8
259,8844,780,2015,1,31,9
260,8564,1175,2015,1,31,10
261,5644,759,2015,2,2,1
262,8048,942,2015,2,2,2
263,7765,835,2015,2,2,3
264,8875,1350,2015,2,2,4
265,7810,813,2015,2,2,5
266,6055,759,2015,2,2,6
267,8892,1002,2015,2,2,7
268,7627,1095,2015,2,2,8
269,7897,742,2015,2,2,9
270,8568,1168,2015,2,2,10
271,5630,744,2015,2,3,1
272,7845,909,2015,2,3,2
273,7166,740,2015,2,3,3
274,8928,1302,2015,2,3,4
275,7547,760,2015,2,3,5
276,6024,754,2015,2,3,6
277,8632,999,2015,2,3,7
278,9152,1205,2015,2,3,8
279,7785,766,2015,2,3,9
280,8213,1092,2015,2,3,10
281,5623,762,2015,2,4,1
282,7640,956,2015,2,4,2
283,7180,784,2015,2,4,3
284,9518,1448,2015,2,4,4
285,7127,756,2015,2,4,5
286,5614,718,2015,2,4,6
287,8593,926,2015,2,4,7
288,7219,967,2015,2,4,8
289,7066,695,2015,2,4,9
290,5808,758,2015,2,4,10
291,4938,674,2015,2,5,1
292,6700,701,2015,2,5,2
293,6514,656,2015,2,5,3
294,7059,1059,2015,2,5,4
295,7476,761,2015,2,5,5
296,5227,702,2015,2,5,6
297,8387,883,2015,2,5,7
298,6538,825,2015,2,5,8
299,7494,753,2015,2,5,9
300,6485,954,2015,2,5,10
301,5440,778,2015,2,6,1
302,7317,793,2015,2,6,2
303,7378,807,2015,2,6,3
304,9118,1295,2015,2,6,4
305,7965,800,2015,2,6,5
306,5695,778,2015,2,6,6
307,8657,897,2015,2,6,7
308,8220,1072,2015,2,6,8
309,7500,726,2015,2,6,9
310,8959,1253,2015,2,6,10
311,5292,712,2015,2,7,1
312,6834,675,2015,2,7,2
313,6889,741,2015,2,7,3
314,7768,1113,2015,2,7,4
315,7555,813,2015,2,7,5
316,5823,800,2015,2,7,6
317,8538,910,2015,2,7,7
318,9797,1275,2015,2,7,8
319,7708,721,2015,2,7,9
320,6950,1052,2015,2,7,10
321,5573,817,2015,2,9,1
322,6670,759,2015,2,9,2
323,6381,715,2015,2,9,3
324,8013,1142,2015,2,9,4
325,7426,742,2015,2,9,5
326,5301,708,2015,2,9,6
327,11141,1223,2015,2,9,7
328,10035,1205,2015,2,9,8
329,7916,749,2015,2,9,9
330,9964,1359,2015,2,9,10
331,7370,1032,2015,2,10,1
332,7399,767,2015,2,10,2
333,7789,898,2015,2,10,3
334,10264,1483,2015,2,10,4
335,8525,934,2015,2,10,5
336,5625,766,2015,2,10,6
337,9492,942,2015,2,10,7
338,8806,1051,2015,2,10,8
339,7926,715,2015,2,10,9
340,7444,1088,2015,2,10,10
341,5542,757,2015,2,11,1
342,6914,756,2015,2,11,2
343,6581,767,2015,2,11,3
344,7948,1253,2015,2,11,4
345,7074,755,2015,2,11,5
346,5569,716,2015,2,11,6
347,8872,993,2015,2,11,7
348,9106,1187,2015,2,11,8
349,7912,745,2015,2,11,9
350,8996,1286,2015,2,11,10
351,5800,822,2015,2,12,1
352,7271,782,2015,2,12,2
353,6872,796,2015,2,12,3
354,8846,1374,2015,2,12,4
355,7741,803,2015,2,12,5
356,4407,605,2015,2,12,6
357,8038,787,2015,2,12,7
358,7352,991,2015,2,12,8
359,6723,646,2015,2,12,9
360,7847,1147,2015,2,12,10
361,5248,719,2015,2,13,1
362,7409,755,2015,2,13,2
363,7309,835,2015,2,13,3
364,9579,1429,2015,2,13,4
365,8117,853,2015,2,13,5
366,5629,804,2015,2,13,6
367,8880,931,2015,2,13,7
368,7863,989,2015,2,13,8
369,7822,722,2015,2,13,9
370,7371,1111,2015,2,13,10
371,5605,782,2015,2,14,1
372,6827,774,2015,2,14,2
373,6488,709,2015,2,14,3
374,8770,1261,2015,2,14,4
375,6930,692,2015,2,14,5
376,5132,726,2015,2,14,6
377,11381,1267,2015,2,14,7
378,8737,1128,2015,2,14,8
379,7728,753,2015,2,14,9
380,6897,878,2015,2,14,10
381,6525,910,2015,2,16,1
382,7058,724,2015,2,16,2
383,7967,906,2015,2,16,3
384,9745,1413,2015,2,16,4
385,8436,943,2015,2,16,5
386,6235,797,2015,2,16,6
387,9437,988,2015,2,16,7
388,7966,1005,2015,2,16,8
389,7501,710,2015,2,16,9
390,8161,1204,2015,2,16,10
391,5158,691,2015,2,17,1
392,6626,637,2015,2,17,2
393,6580,699,2015,2,17,3
394,6803,1074,2015,2,17,4
395,7027,703,2015,2,17,5
396,5326,687,2015,2,17,6
397,8445,854,2015,2,17,7
398,7235,965,2015,2,17,8
399,7877,776,2015,2,17,9
400,8123,1209,2015,2,17,10
401,5842,841,2015,2,18,1
402,7509,876,2015,2,18,2
403,7275,908,2015,2,18,3
404,10064,1503,2015,2,18,4
405,7633,834,2015,2,18,5
406,6101,820,2015,2,18,6
407,8941,964,2015,2,18,7
408,8104,1064,2015,2,18,8
409,8060,749,2015,2,18,9
410,8188,1197,2015,2,18,10
411,5053,694,2015,2,19,1
412,6576,759,2015,2,19,2
413,8513,953,2015,2,19,3
414,7356,1092,2015,2,19,4
415,9546,985,2015,2,19,5
416,4921,658,2015,2,19,6
417,8515,958,2015,2,19,7
418,8893,1081,2015,2,19,8
419,7079,680,2015,2,19,9
420,8323,1088,2015,2,19,10
421,6791,852,2015,2,20,1
422,7748,798,2015,2,20,2
423,8368,850,2015,2,20,3
424,9751,1272,2015,2,20,4
425,8458,803,2015,2,20,5
426,5967,753,2015,2,20,6
427,9155,976,2015,2,20,7
428,7881,1024,2015,2,20,8
429,7652,744,2015,2,20,9
430,6500,853,2015,2,20,10
431,5920,804,2015,2,21,1
432,7163,762,2015,2,21,2
433,7322,812,2015,2,21,3
434,9118,1219,2015,2,21,4
435,8168,837,2015,2,21,5
436,5878,730,2015,2,21,6
437,9467,1075,2015,2,21,7
438,9408,1166,2015,2,21,8
439,7666,728,2015,2,21,9
440,8388,1047,2015,2,21,10
441,6231,845,2015,2,23,1
442,7333,738,2015,2,23,2
443,7175,779,2015,2,23,3
444,8515,1196,2015,2,23,4
445,8251,912,2015,2,23,5
446,6101,793,2015,2,23,6
447,9103,980,2015,2,23,7
448,8000,1026,2015,2,23,8
449,8003,772,2015,2,23,9
450,7320,1059,2015,2,23,10
451,5184,730,2015,2,24,1
452,6439,667,2015,2,24,2
453,6440,691,2015,2,24,3
454,8042,1199,2015,2,24,4
455,7315,721,2015,2,24,5
456,5742,765,2015,2,24,6
457,9416,1033,2015,2,24,7
458,10057,1208,2015,2,24,8
459,8283,787,2015,2,24,9
460,6743,899,2015,2,24,10
461,6271,846,2015,2,25,1
462,8299,1024,2015,2,25,2
463,8734,878,2015,2,25,3
464,11161,1495,2015,2,25,4
465,8577,845,2015,2,25,5
466,6147,774,2015,2,25,6
467,11893,1227,2015,2,25,7
468,8554,1035,2015,2,25,8
469,8066,770,2015,2,25,9
470,6658,846,2015,2,25,10
471,6404,872,2015,2,26,1
472,7403,779,2015,2,26,2
473,6852,758,2015,2,26,3
474,8524,1184,2015,2,26,4
475,7668,819,2015,2,26,5
476,6352,768,2015,2,26,6
477,9331,1038,2015,2,26,7
478,9200,1138,2015,2,26,8
479,7468,728,2015,2,26,9
480,8180,1046,2015,2,26,10
481,5922,807,2015,2,27,1
482,7701,804,2015,2,27,2
483,6978,743,2015,2,27,3
484,8026,1178,2015,2,27,4
485,8608,904,2015,2,27,5
486,6151,758,2015,2,27,6
487,8785,913,2015,2,27,7
488,7776,981,2015,2,27,8
489,8009,792,2015,2,27,9
490,8085,1146,2015,2,27,10
491,5469,752,2015,2,28,1
492,6326,633,2015,2,28,2
493,6425,689,2015,2,28,3
494,7968,1208,2015,2,28,4
495,7317,731,2015,2,28,5
496,5127,693,2015,2,28,6
497,10204,1139,2015,2,28,7
498,8912,1112,2015,2,28,8
499,7986,759,2015,2,28,9
500,8592,1172,2015,2,28,10
501,6237,814,2015,3,2,1
502,7954,862,2015,3,2,2
503,8814,1009,2015,3,2,3
504,11037,1546,2015,3,2,4
505,8202,846,2015,3,2,5
506,6617,842,2015,3,2,6
507,8896,901,2015,3,2,7
508,7963,979,2015,3,2,8
509,8537,770,2015,3,2,9
510,7856,1166,2015,3,2,10
511,6075,794,2015,3,3,1
512,7706,853,2015,3,3,2
513,6378,691,2015,3,3,3
514,8390,1300,2015,3,3,4
515,6885,706,2015,3,3,5
516,5671,696,2015,3,3,6
517,9340,975,2015,3,3,7
518,7115,868,2015,3,3,8
519,8110,709,2015,3,3,9
520,6807,898,2015,3,3,10
521,6387,825,2015,3,4,1
522,8425,920,2015,3,4,2
523,8194,921,2015,3,4,3
524,9547,1429,2015,3,4,4
525,8166,816,2015,3,4,5
526,6780,799,2015,3,4,6
527,9174,940,2015,3,4,7
528,7207,818,2015,3,4,8
529,8128,716,2015,3,4,9
530,6916,970,2015,3,4,10
531,5610,715,2015,3,5,1
532,6623,702,2015,3,5,2
533,6752,698,2015,3,5,3
534,8547,1323,2015,3,5,4
535,6625,654,2015,3,5,5
536,5922,770,2015,3,5,6
537,8382,863,2015,3,5,7
538,8144,1076,2015,3,5,8
539,7366,650,2015,3,5,9
540,8487,1153,2015,3,5,10
541,5001,613,2015,3,6,1
542,7301,812,2015,3,6,2
543,6391,681,2015,3,6,3
544,9409,1403,2015,3,6,4
545,6477,662,2015,3,6,5
546,5197,698,2015,3,6,6
547,7909,833,2015,3,6,7
548,7880,1058,2015,3,6,8
549,6981,645,2015,3,6,9
550,8452,1163,2015,3,6,10
551,5144,658,2015,3,7,1
552,7701,800,2015,3,7,2
553,7652,861,2015,3,7,3
554,10554,1518,2015,3,7,4
555,7365,781,2015,3,7,5
556,5913,753,2015,3,7,6
557,8982,877,2015,3,7,7
558,8811,1195,2015,3,7,8
559,7917,687,2015,3,7,9
560,8320,1190,2015,3,7,10
561,5652,736,2015,3,9,1
562,7886,934,2015,3,9,2
563,6827,695,2015,3,9,3
564,9452,1437,2015,3,9,4
565,7033,673,2015,3,9,5
566,5338,676,2015,3,9,6
567,10131,1113,2015,3,9,7
568,6971,851,2015,3,9,8
569,8295,726,2015,3,9,9
